1,2
1239,X4X1
123X,X4X5
123E,X4XE
1240,X4E1
1241,X511
1242,X535
1243,X537
1244,X53E
1245,X541
1246,X54E
1247,X551
1248,X565
1249,X575
124X,X581
124E,X59E
1250,X5X1
1251,X5X7
1252,X5XE
1253,X5E1
1254,X5EE
1255,X605
1256,X621
1257,X631
1258,X63E
1259,X647
125X,X657
125E,X661
1260,X667
1261,X671
1262,X675
1263,X68E
1264,X691
1265,X695
1266,X6X5
1267,X6EE
1268,X701
1269,X711
126X,X717
126E,X71E
1270,X721
1271,X735
1272,X745
1273,X755
1274,X767
1275,X76E
1276,X777
1277,X791
1278,X795
1279,X7X5
127X,X7E7
127E,X801
1280,X807
1281,X80E
1282,X817
1283,X821
1284,X825
1285,X841
1286,X851
1287,X85E
1288,X871
1289,X875
128X,X877
128E,X88E
1290,X891
1291,X8X1
1292,X907
1293,X90E
1294,X915
1295,X935
1296,X951
1297,X971
1298,X97E
1299,X987
129X,X997
129E,X9X5
12X0,X9E5
12X1,X9EE
12X2,XX0E
12X3,XX1E
12X4,XX25
12X5,XX31
12X6,XX45
12X7,XX57
12X8,XX61
12X9,XX65
12XX,XX6E
12XE,XX9E
12E0,XXE7
12E1,XE05
12E2,XE2E
12E3,XE3E
12E4,XE41
12E5,XE45
12E6,XE47
12E7,XE6E
12E8,XE7E
12E9,XE91
12EX,XE97
12EE,XEE5
1300,E001
1301,E005
1302,E01E
1303,E025
1304,E037
1305,E051
1306,E055
1307,E05E
1308,E061
1309,E067
130X,E095
130E,E0XE
1310,E0E1
1311,E105
1312,E10E
1313,E125
1314,E127
1315,E147
1316,E14E
1317,E151
1318,E157
1319,E167
131X,E171
131E,E181
1320,E18E
1321,E197
1322,E1X1
1323,E1E5
1324,E205
1325,E211
1326,E21E
1327,E231
1328,E265
1329,E26E
132X,E271
132E,E277
1330,E27E
1331,E28E
1332,E2X1
1333,E2X5
1334,E2X7
1335,E2XE
1336,E2E1
1337,E2E5
1338,E301
1339,E307
133X,E315
133E,E31E
1340,E325
1341,E327
1342,E331
1343,E337
1344,E341
1345,E351
1346,E357
1347,E377
1348,E385
1349,E387
134X,E395
134E,E39E
1350,E3XE
1351,E3E5
1352,E3EE
1353,E411
1354,E417
1355,E421
1356,E465
1357,E481
1358,E487
1359,E495
135X,E497
135E,E4X5
1360,E4E1
1361,E4EE
1362,E50E
1363,E51E
1364,E521
1365,E527
1366,E52E
1367,E541
1368,E555
1369,E561
136X,E571
136E,E577
1370,E595
1371,E597
1372,E5X5
1373,E5E1
1374,E5E7
1375,E615
1376,E617
1377,E635
1378,E63E
1379,E647
137X,E655
137E,E665
1380,E675
1381,E677
1382,E685
1383,E68E
1384,E69E
1385,E6X1
1386,E6X5
1387,E6E7
1388,E705
1389,E707
138X,E711
138E,E727
1390,E72E
1391,E73E
1392,E747
1393,E761
1394,E771
1395,E777
1396,E781
1397,E785
1398,E78E
1399,E795
139X,E7X7
139E,E7XE
13X0,E7E1
13X1,E801
13X2,E811
13X3,E815
13X4,E81E
13X5,E835
13X6,E84E
13X7,E85E
13X8,E861
13X9,E875
13XX,E885
13XE,E891
13E0,E8X7
13E1,E8E5
13E2,E917
13E3,E91E
13E4,E925
13E5,E931
13E6,E937
13E7,E941
13E8,E945
13E9,E947
13EX,E955
13EE,E971
1400,E975
1401,E97E
1402,E987
1403,E98E
1404,E9X7
1405,E9E5
1406,E9E7
